"1976M11"	1.641	1.428
"1976M12"	1.804	1.457
"1977M01"	1.527	1.457
"1977M02"	1.943	1.655
"1977M03"	2.063	1.619
"1977M04"	1.892	1.548
"1977M05"	1.971	1.555
"1977M06"	1.893	1.636
"1977M07"	2.058	1.687
"1977M08"	2.02	1.673
"1977M09"	1.949	1.865
"1977M10"	2.042	1.675
"1977M11"	2.042	1.77
"1977M12"	2.142	1.634
"1978M01"	1.718	1.777
"1978M02"	1.738	1.719
"1978M03"	2.032	1.785
"1978M04"	2.197	1.843
"1978M05"	2.075	1.85
"1978M06"	2.07	1.905
"1978M07"	2.092	1.957
"1978M08"	1.996	1.976
"1978M09"	1.97	1.944
"1978M10"	1.981	1.885
"1978M11"	2.094	1.877
"1978M12"	2.044	1.844
"1979M01"	1.63	1.85
"1979M02"	1.52	1.845
"1979M03"	1.847	1.946
"1979M04"	1.748	1.866
"1979M05"	1.876	2.007
"1979M06"	1.913	1.853
"1979M07"	1.76	1.759
"1979M08"	1.778	1.779
"1979M09"	1.832	1.983
"1979M10"	1.681	1.832
"1979M11"	1.524	1.892
"1979M12"	1.498	1.863
"1980M01"	1.341	1.794
"1980M02"	1.35	1.803
"1980M03"	1.047	1.701
"1980M04"	1.051	1.751
"1980M05"	0.927	1.532
"1980M06"	1.196	1.48
"1980M07"	1.269	1.472
"1980M08"	1.436	1.44
"1980M09"	1.471	1.267
"1980M10"	1.523	1.272
"1980M11"	1.51	1.313
"1980M12"	1.482	1.378
"1981M01"	1.547	1.27
"1981M02"	1.246	1.395
"1981M03"	1.306	1.377
"1981M04"	1.36	1.469
"1981M05"	1.14	1.246
"1981M06"	1.045	1.35
"1981M07"	1.041	1.337
"1981M08"	0.94	1.222
"1981M09"	0.911	1.221
"1981M10"	0.873	1.206
"1981M11"	0.837	1.074
"1981M12"	0.91	1.129
"1982M01"	0.843	1.052
"1982M02"	0.866	0.935
"1982M03"	0.931	0.965
"1982M04"	0.917	0.979
"1982M05"	1.025	1.06
"1982M06"	0.902	0.93
"1982M07"	1.166	1.006
"1982M08"	1.046	0.985
"1982M09"	1.144	0.947
"1982M10"	1.173	1.059
"1982M11"	1.372	1.079
"1982M12"	1.303	1.047
"1983M01"	1.586	1.187
"1983M02"	1.699	1.135
"1983M03"	1.606	1.168
"1983M04"	1.472	1.197
"1983M05"	1.776	1.3
"1983M06"	1.733	1.344
"1983M07"	1.785	1.41
"1983M08"	1.91	1.711
"1983M09"	1.71	1.493
"1983M10"	1.715	1.586
"1983M11"	1.785	1.462
"1983M12"	1.688	1.509
"1984M01"	1.897	1.595
"1984M02"	2.26	1.562
"1984M03"	1.663	1.6
"1984M04"	1.851	1.683
"1984M05"	1.774	1.732
"1984M06"	1.843	1.714
"1984M07"	1.732	1.692
"1984M08"	1.586	1.685
"1984M09"	1.698	1.642
"1984M10"	1.59	1.633
"1984M11"	1.689	1.611
"1984M12"	1.612	1.629
"1985M01"	1.711	1.646
"1985M02"	1.632	1.772
"1985M03"	1.8	1.715
"1985M04"	1.821	1.63
"1985M05"	1.68	1.665
"1985M06"	1.676	1.791
"1985M07"	1.684	1.693
"1985M08"	1.743	1.685
"1985M09"	1.676	1.806
"1985M10"	1.834	1.565
"1985M11"	1.698	1.749
"1985M12"	1.942	1.732
"1986M01"	1.972	1.723
"1986M02"	1.848	1.753
"1986M03"	1.876	1.756
"1986M04"	1.933	1.685
"1986M05"	1.854	1.833
"1986M06"	1.847	1.672
"1986M07"	1.782	1.722
"1986M08"	1.807	1.763
"1986M09"	1.687	1.732
"1986M10"	1.681	1.782
"1986M11"	1.623	1.793
"1986M12"	1.833	1.84
"1987M01"	1.774	1.862
"1987M02"	1.784	1.771
"1987M03"	1.726	1.694
"1987M04"	1.614	1.735
"1987M05"	1.628	1.713
"1987M06"	1.594	1.635
"1987M07"	1.575	1.685
"1987M08"	1.605	1.624
"1987M09"	1.695	1.587
"1987M10"	1.515	1.577
"1987M11"	1.656	1.578
"1987M12"	1.4	1.632
"1988M01"	1.271	1.554
"1988M02"	1.473	1.45
"1988M03"	1.532	1.6
"1988M04"	1.573	1.615
"1988M05"	1.421	1.483
"1988M06"	1.478	1.512
"1988M07"	1.467	1.527
"1988M08"	1.493	1.551
"1988M09"	1.492	1.531
"1988M10"	1.522	1.529
"1988M11"	1.569	1.407
"1988M12"	1.563	1.547
"1989M01"	1.621	1.561
"1989M02"	1.425	1.597
"1989M03"	1.422	1.442
"1989M04"	1.339	1.542
"1989M05"	1.331	1.449
"1989M06"	1.397	1.346
"1989M07"	1.427	1.386
"1989M08"	1.332	1.429
"1989M09"	1.279	1.338
"1989M10"	1.41	1.333
"1989M11"	1.351	1.475
"1989M12"	1.251	1.304
"1990M01"	1.551	1.508
"1990M02"	1.437	1.352
"1990M03"	1.289	1.345
"1990M04"	1.248	1.332
"1990M05"	1.212	1.351
"1990M06"	1.177	1.263
"1990M07"	1.171	1.295
"1990M08"	1.115	1.307
"1990M09"	1.11	1.312
"1990M10"	1.014	1.282
"1990M11"	1.145	1.248
"1990M12"	0.969	1.173
"1991M01"	0.798	1.149
"1991M02"	0.965	1.09
"1991M03"	0.921	1.176
"1991M04"	1.001	1.093
"1991M05"	0.996	1.07
"1991M06"	1.036	1.093
"1991M07"	1.063	1.076
"1991M08"	1.049	1.05
"1991M09"	1.015	1.216
"1991M10"	1.079	1.076
"1991M11"	1.103	1.013
"1991M12"	1.079	1.002
"1992M01"	1.176	1.061
"1992M02"	1.25	1.098
"1992M03"	1.297	1.128
"1992M04"	1.099	1.083
"1992M05"	1.214	1.187
"1992M06"	1.145	1.189
"1992M07"	1.139	1.251
"1992M08"	1.226	1.14
"1992M09"	1.186	1.123
"1992M10"	1.244	1.139
"1992M11"	1.214	1.224
"1992M12"	1.227	1.199
"1993M01"	1.21	1.135
"1993M02"	1.21	1.236
"1993M03"	1.083	1.105
"1993M04"	1.258	1.216
"1993M05"	1.26	1.111
"1993M06"	1.28	1.193
"1993M07"	1.254	1.09
"1993M08"	1.3	1.264
"1993M09"	1.343	1.172
"1993M10"	1.392	1.246
"1993M11"	1.376	1.235
"1993M12"	1.533	1.289
"1994M01"	1.277	1.21
"1994M02"	1.333	1.354
"1994M03"	1.531	1.261
"1994M04"	1.491	1.369
"1994M05"	1.507	1.423
"1994M06"	1.401	1.337
"1994M07"	1.431	1.278
"1994M08"	1.454	1.353
"1994M09"	1.483	1.419
"1994M10"	1.437	1.363
"1994M11"	1.504	1.354
"1994M12"	1.505	1.4
"1995M01"	1.37	1.415
"1995M02"	1.322	1.302
"1995M03"	1.241	1.442
"1995M04"	1.278	1.331
"1995M05"	1.3	1.324
"1995M06"	1.301	1.256
"1995M07"	1.45	1.332
"1995M08"	1.401	1.247
"1995M09"	1.401	1.267
"1995M10"	1.351	1.32
"1995M11"	1.458	1.36
"1995M12"	1.425	1.225
"1996M01"	1.453	1.403
"1996M02"	1.514	1.328
"1996M03"	1.439	1.391
"1996M04"	1.511	1.35
"1996M05"	1.478	1.392
"1996M06"	1.474	1.398
